cbo,wmc,dit
0,2,1
2,1,1
0,2,1
1,1,1
0,1,1
1,1,1
3,1,1
1,1,1
1,1,1
2,1,1
1,1,1
0,1,1
2,1,1
3,1,1
0,1,1
2,1,1
0,1,1
2,1,1
1,1,1
1,1,1
0,1,1
2,1,1
0,1,1
9,10,2
2,1,1
5,5,2
18,2,7
3,1,1
2,2,1
2,1,1
2,1,1
1,1,1
3,1,1
0,0,1
2,1,1
1,1,1
4,19,1
0,1,1
1,1,1
2,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
0,1,1
2,1,1
0,1,1
10,3,5
0,1,1
4,2,2
0,1,1
1,1,1
1,3,3
3,1,3
1,1,1
2,1,1
2,1,1
10,3,5
1,1,1
0,1,1
0,1,1
1,2,1
0,1,1
1,1,1
0,1,1
1,2,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,1
1,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,2,1
0,1,1
1,1,1
0,1,1
0,2,1
6,12,1
0,1,1
0,1,1
3,1,1
2,1,1
0,1,1
0,1,1
0,1,1
14,4,1
0,1,1
4,2,2
0,1,1
0,1,1
0,1,1
8,21,3
0,2,1
0,1,1
0,1,1
0,2,1
0,1,1
0,2,1
0,1,1
8,17,2
0,1,1
1,1,1
2,1,1
0,2,1
0,1,1
2,1,1
0,1,1
1,1,1
0,1,1
6,14,1
0,1,1
2,1,1
3,4,2
0,1,1
0,1,1
1,1,1
7,2,5
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
2,1,1
0,2,1
1,1,1
1,1,1
2,1,1
2,1,1
1,1,1
4,1,1
2,1,1
0,1,1
3,1,1
0,1,1
3,6,1
0,1,1
0,1,1
1,1,1
0,1,1
1,1,1
6,7,2
1,1,1
0,1,1
2,1,1
1,1,1
1,1,1
2,1,1
1,4,1
1,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
1,1,1
1,1,1
0,1,1
0,1,1
2,1,1
0,1,1
1,1,1
1,1,1
1,1,1
2,1,1
0,1,1
1,1,1
10,14,2
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
1,1,1
0,1,1
0,1,1
0,1,1
0,1,1
0,1,1
3,1,1
6,7,2
9,28,1
0,1,1
8,12,2
3,2,1
1,1,1
2,1,1
2,4,2
1,1,1
0,1,1
4,1,1
2.525685365,4.080067425,1.318331226
